@relation AllApplicationsOverSSHLabeldTraffic

@attribute min_fpktl numeric
@attribute min_bpktl numeric
@attribute mean_bpktl numeric
@attribute min_biat numeric
@attribute mean_biat numeric
@attribute total_fvolume numeric
@attribute class {TELNET,FTP,HTTP,DNS,lime,localForwarding,remoteForwarding,scp,sftp,x11,shell}

@data
52,52,53,14,5884,66897962,scp
52,52,54,15,8209,51861038,scp
52,52,53,24,21776,50575538,scp
52,52,53,23,14200,216867498,scp
52,52,53,14,5877,71866694,scp
52,52,54,15,8260,55504694,scp
52,52,53,24,21926,51517430,scp
52,52,53,23,14235,218328654,scp
52,52,53,14,5925,76120162,scp
52,52,54,15,8221,59612046,scp
52,52,53,24,22009,52605242,scp
52,52,53,23,14266,219924810,scp
52,52,53,14,5930,80827186,scp
52,52,54,15,8214,63520802,scp
52,52,53,24,22126,53625346,scp
52,52,53,23,14299,221445914,scp
52,52,53,14,5946,85443302,scp
52,52,54,15,8195,67643614,scp
52,52,53,24,22218,54684450,scp
52,52,53,23,14327,223037414,scp
52,52,53,14,5949,90231210,scp
52,52,54,15,8174,71723462,scp
52,52,53,24,22310,55739054,scp
52,52,53,23,14355,224631586,scp
52,52,53,14,5949,95064922,scp
52,52,54,15,8162,75776294,scp
52,52,53,24,22376,56806570,scp
52,52,53,23,14386,226163242,scp
52,52,53,14,5947,99965570,scp
52,52,54,15,8155,79833078,scp
52,52,53,24,22447,57906538,scp
52,52,53,23,14413,227750294,scp
52,52,53,13,5946,104772626,scp
52,52,54,15,8163,83789914,scp
52,52,53,24,22565,58841834,scp
52,52,53,23,14442,229329846,scp
52,52,53,13,5960,109282266,scp
52,52,54,15,8139,87874334,scp
52,52,53,24,22614,59978990,scp
52,52,53,23,14469,230886846,scp
52,52,53,13,5961,114063718,scp
52,52,54,15,8129,91936970,scp
52,52,53,24,22681,61048906,scp
52,52,53,23,14495,232481450,scp
52,52,53,13,5962,118872618,scp
52,52,54,15,8122,96019486,scp
52,52,53,24,22734,62133634,scp
52,52,53,23,14520,234088054,scp
52,52,53,13,5964,123673922,scp
52,52,54,15,8110,100121530,scp
52,52,53,24,22784,63234998,scp
52,52,53,23,14547,235660366,scp
52,52,53,13,5964,128452770,scp
52,52,54,15,8113,103995302,scp
52,52,53,24,22842,64355758,scp
52,52,53,23,14569,237306022,scp
52,52,53,8,5960,133364138,scp
52,52,54,9,8106,108088290,scp
52,52,53,24,22879,65459966,scp
52,52,53,23,14594,238902230,scp
52,52,53,8,5960,138130298,scp
52,52,54,9,8095,112160734,scp
52,52,53,24,22938,66565674,scp
52,52,53,23,14618,240481834,scp
52,52,53,8,5961,142933966,scp
52,52,54,9,8105,116087646,scp
52,52,53,24,22979,67665226,scp
52,52,53,23,14643,242050990,scp
52,52,53,8,5972,147497338,scp
52,52,54,9,8093,120187226,scp
52,52,53,24,23025,68762358,scp
52,52,53,23,14668,243624646,scp
52,52,53,8,5972,152312858,scp
52,52,54,9,8084,124329634,scp
52,52,53,24,23098,69758514,scp
52,52,53,23,14690,245232698,scp
52,52,53,8,5975,157090142,scp
52,52,54,9,8079,128399742,scp
52,52,53,24,23136,70882222,scp
52,52,53,23,14714,246804802,scp
52,52,53,8,5973,161899526,scp
52,52,54,9,8067,132455670,scp
52,52,53,24,23171,71985598,scp
52,52,53,23,14740,248358906,scp
52,52,53,8,5972,166722954,scp
52,52,54,9,8065,136541674,scp
52,52,53,24,23203,73112202,scp
52,52,53,23,14763,249956666,scp
52,52,53,8,5974,171468762,scp
52,52,54,9,8056,140627558,scp
52,52,53,24,23244,74187754,scp
52,52,53,23,14787,251518270,scp
52,52,53,8,5972,176280270,scp
52,52,60,19,9064,113837858,sftp
52,52,59,11,27659,124240174,sftp
52,52,58,30,18078,191314162,sftp
52,52,58,8,9908,350030346,sftp
52,52,60,19,9050,117640670,sftp
52,52,59,11,27670,125222778,sftp
52,52,58,30,18085,192797662,sftp
52,52,58,8,9910,352726738,sftp
52,52,58,8,9932,352733350,sftp
52,52,60,19,8931,123156246,sftp
52,52,59,11,27597,126572794,sftp
52,52,58,30,18015,195097162,sftp
52,52,60,19,8826,128602974,sftp
52,52,59,11,27518,127938418,sftp
52,52,130,270,135327,9998,sftp
52,52,58,30,17953,197299162,sftp
52,52,60,19,8828,132330222,sftp
52,52,59,11,27514,128944322,sftp
52,52,60,38,13766,2679270,sftp
52,52,58,30,17959,198775162,sftp
52,52,60,19,8820,136147698,sftp
52,52,59,11,27510,129971218,sftp
52,52,59,38,11951,5510118,sftp
52,52,58,30,17963,200246662,sftp
52,52,60,13,8827,139813614,sftp
52,52,59,11,27529,130890322,sftp
52,52,59,38,11359,8224686,sftp
52,52,58,30,17978,201628162,sftp
52,52,60,13,8822,143595478,sftp
52,52,59,11,27530,131878706,sftp
52,52,59,38,11022,11079150,sftp
52,52,58,30,17985,203101214,sftp
52,52,60,13,8815,147611562,sftp
52,52,59,11,27524,132927630,sftp
52,52,59,38,11202,13308582,sftp
52,52,58,30,17979,204707714,sftp
52,52,60,13,8681,153950170,sftp
52,52,59,11,27393,134571578,sftp
52,52,60,38,12647,13836002,sftp
52,52,58,30,17882,207347818,sftp
52,52,60,13,8629,158755982,sftp
52,52,59,11,27354,135795578,sftp
52,52,60,38,11720,17403710,sftp
52,52,58,30,17848,209285818,sftp
52,52,60,13,8585,163503294,sftp
52,52,59,11,27307,137076630,sftp
52,52,59,32,11078,21001790,sftp
52,52,58,30,17816,211211818,sftp
52,52,60,13,8538,168364602,sftp
52,52,59,11,27267,138264786,sftp
52,52,59,32,10599,24485906,sftp
52,52,58,30,17785,213194818,sftp
52,52,60,8,8493,173141302,sftp
52,52,59,11,27236,139457946,sftp
52,52,59,32,10256,28118622,sftp
52,52,58,30,17752,215152318,sftp
52,52,60,8,8456,177896722,sftp
52,52,59,11,27201,140672010,sftp
52,52,59,32,9990,31671762,sftp
52,52,58,30,17724,217084318,sftp
52,52,60,8,8418,182682406,sftp
52,52,59,11,27154,141915874,sftp
52,52,59,8,9780,35261714,sftp
52,52,58,30,17693,219029818,sftp
52,52,60,8,8379,187461054,sftp
52,52,59,11,27120,143152002,sftp
52,52,59,8,9602,38830374,sftp
52,52,58,30,17660,220997818,sftp
52,52,60,8,8343,192225538,sftp
52,52,59,11,27079,144398658,sftp
52,52,59,8,9442,42462190,sftp
52,52,58,30,17633,222916318,sftp
52,52,60,8,8316,196924334,sftp
52,52,59,11,27031,145678158,sftp
52,52,59,8,9309,46179002,sftp
52,52,58,30,17606,224807922,sftp
52,52,60,8,8277,201801306,sftp
52,52,59,11,26993,146924062,sftp
52,52,59,8,9216,49710946,sftp
52,52,58,30,17581,226720474,sftp
52,52,60,8,8238,206587554,sftp
52,52,59,11,26949,148203926,sftp
52,52,59,8,9118,53337054,sftp
52,52,58,30,17559,228574578,sftp
52,52,60,8,8213,211343582,sftp
52,52,59,11,26916,149406978,sftp
52,52,59,8,9034,56995458,sftp
52,52,58,30,17531,230533578,sftp
52,52,60,8,8186,216174286,sftp
52,52,59,11,26892,150581634,sftp
52,52,59,8,8970,60527330,sftp
52,52,58,30,17507,232473078,sftp
52,52,60,8,8178,220542558,sftp
52,52,59,11,26882,151708546,sftp
52,52,59,5,8949,63781398,sftp
52,52,58,30,17493,234255130,sftp
52,52,60,8,8160,225056078,sftp
52,52,59,11,26837,152978662,sftp
52,52,59,5,8868,67551054,sftp
52,52,58,30,17463,236229338,sftp
52,52,60,6,8137,229783666,sftp
52,52,59,11,26804,154205714,sftp
52,52,59,5,8817,71167378,sftp
52,52,58,30,17437,238180838,sftp
52,52,60,6,8113,234582810,sftp
52,52,59,11,26784,155362030,sftp
52,52,59,5,8765,74801250,sftp
52,52,58,30,17409,240123338,sftp
52,52,60,6,8091,239362202,sftp
52,52,59,11,26751,156614506,sftp
52,52,59,5,8722,78348874,sftp
52,52,58,30,17385,242068838,sftp
52,52,60,6,8070,244052726,sftp
52,52,59,11,26712,157889546,sftp
52,52,59,5,8690,81935574,sftp
52,52,58,30,17358,244024838,sftp
52,52,60,6,8043,248871214,sftp
52,52,59,11,26680,159113582,sftp
52,52,59,5,8666,85495354,sftp
52,52,58,30,17333,245976338,sftp
52,52,60,6,8020,253531574,sftp
52,52,59,11,26647,160354390,sftp
52,52,59,5,8624,89128790,sftp
52,52,58,30,17307,247977338,sftp
52,52,60,6,7997,258183822,sftp
52,52,59,11,26606,161640006,sftp
52,52,59,5,8593,92794982,sftp
52,52,58,30,17285,249915338,sftp
52,52,60,6,7979,262950962,sftp
52,52,59,11,26577,162898610,sftp
52,52,59,5,8561,96409434,sftp
52,52,58,30,17266,251808338,sftp
52,52,60,6,7960,267747998,sftp
52,52,59,11,26553,164103318,sftp
52,52,59,5,8537,100021410,sftp
52,52,58,30,17244,253768838,sftp
52,52,60,6,7939,272571646,sftp
52,52,59,11,26523,165358818,sftp
52,52,59,5,8514,103615778,sftp
52,52,58,30,17226,255675338,sftp
52,52,60,6,7924,277316178,sftp
52,52,59,11,26502,166552282,sftp
52,52,59,5,8503,107027010,sftp
52,52,58,30,17207,257599838,sftp
52,52,60,6,7907,281892370,sftp
52,52,59,11,26466,167812490,sftp
52,52,59,5,8471,110723270,sftp
52,52,58,30,17181,259600078,sftp
52,52,60,6,7888,286636002,sftp
52,52,59,11,26441,169041130,sftp
52,52,59,5,8455,114343410,sftp
52,52,58,30,17157,261546270,sftp
52,52,60,6,7873,291437206,sftp
52,52,59,11,26419,170248890,sftp
52,52,59,5,8432,117923070,sftp
52,52,58,30,17138,263482770,sftp
52,52,60,6,7864,296158862,sftp
52,52,59,11,26391,171483598,sftp
52,52,59,5,8411,121626638,sftp
52,52,58,30,17116,265428270,sftp
52,52,60,6,7848,300872486,sftp
52,52,59,11,26374,172642150,sftp
52,52,59,5,8387,125360682,sftp
52,52,58,30,17093,267385770,sftp
52,52,60,6,7830,305709750,sftp
52,52,59,11,26350,173869478,sftp
52,52,59,5,8373,128938714,sftp
52,52,58,30,17075,269311770,sftp
52,52,60,6,7820,310529946,sftp
52,52,59,11,26339,174954238,sftp
52,52,59,5,8351,132660894,sftp
52,52,58,30,17052,271249874,sftp
52,52,60,6,7804,315290086,sftp
52,52,59,11,26319,176185382,sftp
52,52,59,5,8334,136306486,sftp
52,52,58,30,17035,273169458,sftp
52,52,60,6,7788,320038658,sftp
52,52,59,11,26291,177400382,sftp
52,52,59,5,8320,139945034,sftp
52,52,58,30,17015,275125458,sftp
52,52,60,6,7777,324781246,sftp
52,52,59,11,26271,178622322,sftp
52,52,59,5,8306,143515162,sftp
52,52,58,30,16992,277114458,sftp
52,52,60,6,7767,329517782,sftp
52,52,59,11,26240,179904978,sftp
52,52,59,5,8293,147125318,sftp
52,52,58,30,16975,279037510,sftp
52,52,60,6,7760,334246350,sftp
52,52,59,11,26210,181178634,sftp
52,52,59,5,8281,150742146,sftp
52,52,58,30,16957,281001114,sftp
52,52,60,6,7747,339035598,sftp
52,52,59,11,26195,182324998,sftp
52,52,59,5,8274,154371682,sftp
52,52,58,30,16937,282957218,sftp
52,52,60,6,7741,343698346,sftp
52,52,59,11,26168,183588362,sftp
52,52,59,5,8260,158007606,sftp
52,52,58,30,16918,284922218,sftp
52,52,60,6,7731,348488986,sftp
52,52,59,11,26144,184818518,sftp
52,52,59,5,8252,161588758,sftp
52,52,58,30,16902,286849718,sftp
52,52,60,6,7736,352304758,sftp
52,52,59,11,26094,186228614,sftp
52,52,59,5,8226,165580466,sftp
52,52,58,30,16866,289114494,sftp
52,52,60,6,7741,352305910,sftp
52,52,58,11,25974,188169822,sftp
52,52,59,5,8105,171582458,sftp
52,52,58,30,16758,292631994,sftp
52,52,202,9723,104073,1374,sftp
52,52,58,11,25928,189565298,sftp
52,52,59,5,8074,175751766,sftp
52,52,58,30,16719,294940494,sftp
52,52,62,43,9683,3637234,sftp
52,52,58,11,25910,190791242,sftp
52,52,59,5,8063,179436030,sftp
52,52,58,30,16700,296930994,sftp
52,52,61,43,8385,8291438,sftp
52,52,58,11,25886,192046146,sftp
52,52,59,5,8064,182983094,sftp
52,52,58,30,16685,298868994,sftp
52,52,61,43,7745,13115154,sftp
52,52,58,11,25778,193948146,sftp
52,52,59,5,7967,188789050,sftp
52,52,58,30,16591,302245814,sftp
52,52,62,43,9547,13521906,sftp
52,52,58,11,25758,195165906,sftp
52,52,59,5,7965,192336386,sftp
52,52,58,30,16577,304182366,sftp
52,52,61,43,8945,18309058,sftp
52,52,58,11,25743,196369430,sftp
52,52,59,5,7962,195937026,sftp
52,52,58,30,16564,306096418,sftp
52,52,61,28,8597,23134710,sftp
52,52,58,11,25722,197601882,sftp
52,52,59,5,7959,199585826,sftp
52,52,58,30,16551,308010574,sftp
52,52,61,28,8364,27873550,sftp
52,52,986,58,50694,48701,HTTP
52,52,923,78,37769,17885,HTTP
40,44,283,122358,122358,3006,HTTP
40,40,1127,97,21488,1562,HTTP
52,52,986,58,50694,48701,HTTP
52,52,923,78,37769,17885,HTTP
40,44,283,122358,122358,3006,HTTP
40,40,1127,97,21488,1562,HTTP
52,52,986,58,50694,48701,HTTP
52,52,923,78,37769,17885,HTTP
40,44,283,122358,122358,3006,HTTP
40,40,1127,97,21488,1562,HTTP
40,40,1127,97,21488,1602,HTTP
52,52,986,58,50694,48701,HTTP
52,52,923,78,37769,17885,HTTP
40,44,283,122358,122358,3006,HTTP
52,52,986,58,50694,48701,HTTP
52,52,923,78,37769,17885,HTTP
40,44,283,122358,122358,3006,HTTP
52,52,986,58,50694,48701,HTTP
52,52,923,78,37769,17885,HTTP
40,44,283,122358,122358,3006,HTTP
52,52,986,58,50694,48701,HTTP
52,52,923,78,37769,17885,HTTP
40,44,283,122358,122358,3006,HTTP
52,52,986,58,50694,48701,HTTP
52,52,923,78,37769,17885,HTTP
40,44,283,122358,122358,3006,HTTP
52,52,986,58,50694,48701,HTTP
52,52,923,78,37769,17885,HTTP
40,44,283,122358,122358,3006,HTTP
52,52,986,58,50694,48701,HTTP
52,52,923,78,37769,17885,HTTP
40,44,283,122358,122358,3006,HTTP
52,52,986,58,50694,48701,HTTP
52,52,923,78,37769,17885,HTTP
40,44,283,122358,122358,3006,HTTP
52,52,986,58,50694,48701,HTTP
52,52,923,78,37769,17885,HTTP
40,44,283,122358,122358,3006,HTTP
52,52,986,58,50694,48701,HTTP
52,52,923,78,37769,17885,HTTP
40,44,283,122358,122358,3006,HTTP
52,52,986,58,50694,48701,HTTP
52,52,923,78,37769,17885,HTTP
40,44,283,122358,122358,3006,HTTP
52,52,986,58,50694,48701,HTTP
52,52,923,78,37769,17885,HTTP
40,44,283,122358,122358,3006,HTTP
52,52,986,58,50694,48701,HTTP
52,52,923,78,37769,17885,HTTP
40,44,283,122358,122358,3006,HTTP
52,52,986,58,50694,48701,HTTP
52,52,923,78,37769,17885,HTTP
40,44,283,122358,122358,3006,HTTP
52,52,986,58,50694,48701,HTTP
52,52,923,78,37769,17885,HTTP
40,44,283,122358,122358,3006,HTTP
52,52,986,58,50694,48701,HTTP
52,52,923,78,37769,17885,HTTP
40,44,283,122358,122358,3006,HTTP
52,52,986,58,50694,48701,HTTP
52,52,923,78,37769,17885,HTTP
40,44,283,122358,122358,3006,HTTP
52,52,986,58,50694,48701,HTTP
52,52,923,78,37769,17885,HTTP
40,44,283,122358,122358,3006,HTTP
52,52,986,58,50694,48701,HTTP
52,52,923,78,37769,17885,HTTP
40,44,283,122358,122358,3006,HTTP
52,52,986,58,50694,48701,HTTP
52,52,923,78,37769,17885,HTTP
40,44,283,122358,122358,3006,HTTP
52,52,986,58,50694,48701,HTTP
52,52,923,78,37769,17885,HTTP
40,44,283,122358,122358,3006,HTTP
52,52,986,58,50694,48701,HTTP
52,52,923,78,37769,17885,HTTP
40,44,283,122358,122358,3006,HTTP
52,52,986,58,50694,48701,HTTP
52,52,923,78,37769,17885,HTTP
40,44,283,122358,122358,3006,HTTP
40,40,234,122358,122358,3006,HTTP
52,52,986,58,50694,48701,HTTP
52,52,923,78,37769,17885,HTTP
52,52,986,58,50694,48701,HTTP
52,52,923,78,37769,17885,HTTP
52,52,986,58,50694,48701,HTTP
52,52,923,78,37769,17885,HTTP
52,52,986,58,50694,48701,HTTP
52,52,923,78,37769,17885,HTTP
52,52,986,58,50694,48701,HTTP
52,52,923,78,37769,17885,HTTP
52,52,986,58,50694,48701,HTTP
52,52,923,78,37769,17885,HTTP
52,52,986,58,50694,48701,HTTP
52,52,923,78,37769,17885,HTTP
52,52,923,78,37769,17885,HTTP
52,52,986,58,50694,48701,HTTP
52,52,986,58,50694,48701,HTTP
52,52,986,58,50694,48701,HTTP
52,52,98,72,105474,410,HTTP
52,52,504,175,70453,1312,HTTP
52,52,370,68,77812,5064,HTTP
52,52,741,201,28121,3523,HTTP
52,52,925,1227,75064,3483,HTTP
40,40,817,1227,23619,959,HTTP
40,40,354,1954,49310,3874,HTTP
52,52,1189,411,9725,2001,HTTP
52,52,1037,584,1761,981,HTTP
52,52,741,201,28121,3523,HTTP
52,52,925,1227,75064,3483,HTTP
40,40,463,856,48176,3874,HTTP
52,52,931,390,13517,1690,HTTP
40,40,141,263,18526,843,HTTP
52,52,135,1162,1543,689,HTTP
52,52,156,1375,61562,1839,HTTP
40,40,120,263,18526,883,HTTP
52,52,1055,411,9725,2105,HTTP
52,52,771,390,13517,1794,HTTP
40,40,354,1954,49310,3874,HTTP
52,52,1252,584,61462,2359,HTTP
52,52,741,201,28121,3523,HTTP
52,52,925,1227,75064,3483,HTTP
40,40,463,856,48176,3874,HTTP
52,52,135,1162,1543,689,HTTP
40,52,611,96,28186,6904,HTTP
52,52,401,189,40080,2194,HTTP
52,52,184,280,72024,1159,HTTP
52,52,273,57,44506,2546,HTTP
52,52,148,81,54432,1314,HTTP
40,52,896,1227,75064,4590,HTTP
52,52,233,613,2323,703,HTTP
40,40,354,1954,49310,3874,HTTP
52,64,748,111650,111650,1025,HTTP
52,52,1252,584,61462,2359,HTTP
40,40,463,856,48176,3874,HTTP
52,52,135,1162,1543,689,HTTP
40,40,354,1954,49310,3874,HTTP
52,64,748,111650,111650,1025,HTTP
52,52,1252,584,61462,2359,HTTP
40,40,463,856,48176,3874,HTTP
52,52,135,1162,1543,689,HTTP
40,40,354,1954,49310,3874,HTTP
52,64,748,111650,111650,1025,HTTP
52,52,1252,584,61462,2359,HTTP
40,40,463,856,48176,3874,HTTP
52,52,135,1162,1543,689,HTTP
40,40,354,1954,49310,3874,HTTP
52,64,748,111650,111650,1025,HTTP
52,52,1252,584,61462,2359,HTTP
40,40,463,856,48176,3874,HTTP
52,52,135,1162,1543,689,HTTP
40,40,354,1954,49310,3874,HTTP
52,64,748,111650,111650,1025,HTTP
52,52,1252,584,61462,2359,HTTP
40,40,463,856,48176,3874,HTTP
52,52,135,1162,1543,689,HTTP
40,40,354,1954,49310,3874,HTTP
52,64,748,111650,111650,1025,HTTP
52,52,1252,584,61462,2359,HTTP
40,40,463,856,48176,3874,HTTP
52,52,135,1162,1543,689,HTTP
40,40,354,1954,49310,3874,HTTP
52,64,748,111650,111650,1025,HTTP
52,52,1252,584,61462,2359,HTTP
40,40,463,856,48176,3874,HTTP
52,52,135,1162,1543,689,HTTP
40,40,354,1954,49310,3874,HTTP
52,64,748,111650,111650,1025,HTTP
52,52,1252,584,61462,2359,HTTP
40,40,463,856,48176,3874,HTTP
52,52,135,1162,1543,689,HTTP
40,40,354,1954,49310,3874,HTTP
52,64,748,111650,111650,1025,HTTP
52,52,1252,584,61462,2359,HTTP
40,40,463,856,48176,3874,HTTP
52,52,135,1162,1543,689,HTTP
40,40,354,1954,49310,3874,HTTP
52,64,748,111650,111650,1025,HTTP
52,52,1252,584,61462,2359,HTTP
40,40,463,856,48176,3874,HTTP
52,52,135,1162,1543,689,HTTP
40,40,354,1954,49310,3874,HTTP
52,64,748,111650,111650,1025,HTTP
52,52,1252,584,61462,2359,HTTP
40,40,463,856,48176,3874,HTTP
52,52,135,1162,1543,689,HTTP
40,40,354,1954,49310,3874,HTTP
52,64,748,111650,111650,1025,HTTP
52,52,1252,584,61462,2359,HTTP
40,40,463,856,48176,3874,HTTP
52,52,135,1162,1543,689,HTTP
40,40,354,1954,49310,3874,HTTP
52,64,748,111650,111650,1025,HTTP
52,52,1252,584,61462,2359,HTTP
40,40,463,856,48176,3874,HTTP
52,52,135,1162,1543,689,HTTP
40,40,354,1954,49310,3874,HTTP
52,64,748,111650,111650,1025,HTTP
52,52,1252,584,61462,2359,HTTP
40,40,463,856,48176,3874,HTTP
52,52,135,1162,1543,689,HTTP
40,40,354,1954,49310,3874,HTTP
52,64,748,111650,111650,1025,HTTP
52,52,1252,584,61462,2359,HTTP
40,40,463,856,48176,3874,HTTP
52,52,135,1162,1543,689,HTTP
40,40,354,1954,49310,3874,HTTP
